id,special_cond,light,weather,wind,wind_speed,precipitation,visibility
A-1756426,Unknown,Daylight,Fair,Other,3,0,10
A-1757016,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1757098,Other,Daylight,Fair,Other,0,0,10
A-1757167,Unknown,Daylight,Fair,Other,6,0,10
A-1757457,Pedestrian_Crossing,Darkness_Lights_Lit,Fair,Other,9,0,10
A-1757487,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1757575,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1757578,Signal_StopSign,Daylight,Fair,Other,3,0,9
A-1757633,Unknown,Daylight,Fair,Other,3,0,10
A-1757836,Unknown,Daylight,Fair,Other,10,0,10
A-1757870,Unknown,Darkness_Lights_Lit,Fair,Other,12,0,10
A-1757904,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1758125,Unknown,Daylight,Fair,Other,9,0,10
A-1758332,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1758458,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1759089,Unknown,Daylight,Fair,Other,7,0,10
A-1759524,Unknown,Daylight,Fair,Other,0,0,10
A-1760299,Unknown,Daylight,Fair,Other,0,0,10
A-1760970,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,10,0,10
A-1761025,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1761060,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1761171,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1761172,Unknown,Daylight,Fair,Other,3,0,10
A-1761173,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1761228,Unknown,Daylight,Fair,Other,14,0,10
A-1761384,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1761994,RoadHighwayJunction,Darkness_Lights_Unlit,Fair,Other,7,0,10
A-1762495,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1762599,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,12,0,10
A-1762990,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1763056,Unknown,Daylight,Fair,Other,6,0,10
A-1763598,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1763640,Unknown,Daylight,Fair,Other,0,0,10
A-1763817,Signal_StopSign,Daylight,Fair,Other,8,0,10
A-1763992,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1764075,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1764115,Unknown,Daylight,Fair,Other,8,0,10
A-1764181,Unknown,Daylight,Fair,Other,5,0,10
A-1764271,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1764695,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1764699,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1764758,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1765243,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1765413,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1765722,RoadHighwayJunction,Daylight,Fair,Other,3,0,10
A-1765741,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1765962,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1766215,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1766290,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1766690,Unknown,Daylight,Fair,Other,7,0,10
A-1766845,Other,Daylight,Fair,Other,0,0,10
A-1766854,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1766897,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1766913,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1767811,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1768179,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1768180,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1768421,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1769389,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1769473,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1769502,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1769744,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1769866,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1769930,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1770121,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-1770665,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,9
A-1770666,Signal_StopSign,Daylight,Fair,Other,9,0,10
A-1770667,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1770961,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-1771027,Unknown,Daylight,Fair,Other,0,0,10
A-1771029,Other,Darkness_Lights_Unlit,Fair,Other,12,0,10
A-1771201,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1771654,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1771664,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1772276,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1772352,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1772353,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1772820,Unknown,Daylight,Fair,Other,9,0,10
A-1772950,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1773155,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1773206,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1773985,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1774001,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1774272,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1774382,Signal_StopSign,Daylight,Fair,Other,8,0,10
A-1775143,Unknown,Daylight,Fair,Other,5,0,10
A-1776209,Signal_StopSign,Daylight,Fair,Unknown,NA,0,10
A-1776631,Unknown,Daylight,Fair,Other,6,0,10
A-1776731,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1776807,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1776832,RoadHighwayJunction,Daylight,Fair,Other,6,0,10
A-1776935,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1777369,Unknown,Daylight,Fair,Other,6,0,10
A-1777470,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,9,0,10
A-1777725,Unknown,Darkness_Lights_Lit,Fair,Other,13,0,10
A-1777746,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1777783,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1777931,Unknown,Daylight,Fair,Other,0,0,9
A-1778163,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1778185,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1778560,Pedestrian_Crossing,Daylight,Fair,Other,9,0,10
A-1778894,Unknown,Daylight,Fair,Other,3,0,10
A-1778895,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1779034,Other,Darkness_Lights_Lit,Fair,Other,12,0,10
A-1779450,Other,Daylight,Fair,Other,7,0,10
A-1779826,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1779847,Unknown,Darkness_Lights_Lit,Fair,Other,12,0,10
A-1780716,Unknown,Daylight,Fair,Other,6,0,10
A-1780816,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1780922,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,0,0,10
A-1780925,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1781205,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1781604,Unknown,Daylight,Fair,Other,9,0,10
A-1781605,Unknown,Daylight,Fair,Other,13,0,10
A-1781606,Signal_StopSign,Daylight,Fair,Other,10,0,10
A-1781615,Unknown,Daylight,Fair,Other,5,0,10
A-1781908,Unknown,Daylight,Fair,Other,3,0,10
A-1781961,Other,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1782049,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1782066,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1782662,Unknown,Daylight,Fair,Other,3,0,10
A-1782663,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1782788,RoadHighwayJunction,Daylight,Fair,Other,0,0,10
A-1782853,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1782943,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1783021,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1783212,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1783399,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1783483,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1784143,RoadHighwayJunction,Daylight,Fair,Other,0,0,10
A-1784421,Unknown,Daylight,Fair,Other,5,0,10
A-1784721,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1784722,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1784745,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1784836,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1784866,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1784932,Unknown,Daylight,Fair,Other,5,0,10
A-1785966,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1786064,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1786281,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1786391,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1786422,Unknown,Darkness_Lights_Lit,Fair,Other,15,0,10
A-1786730,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1787239,Unknown,Daylight,Fair,Other,6,0,10
A-1787348,Unknown,Darkness_Lights_Lit,Fair,Other,10,0,10
A-1787683,Unknown,Darkness_Lights_Lit,Fair,Other,10,0,10
A-1787749,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1788192,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1788781,Signal_StopSign,Daylight,Fair,Other,6,0,10
A-1788835,Unknown,Daylight,Fair,Other,0,0,10
A-1788860,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1789417,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1789936,Unknown,Daylight,Fair,Other,8,0,10
A-1790001,Unknown,Darkness_Lights_Lit,Fair,Other,13,0,10
A-1790101,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1790372,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1790435,Unknown,Daylight,Fair,Other,8,0,10
A-1790578,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1790959,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1791001,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1791361,Unknown,Darkness_Lights_Lit,Fair,Other,15,0,10
A-1791581,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1792021,Unknown,Daylight,Fair,Other,9,0,10
A-1792357,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1792358,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1792417,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1792841,Unknown,Daylight,Fair,Other,3,0,10
A-1792844,Signal_StopSign,Daylight,Fair,Other,8,0,10
A-1792891,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1793659,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1794020,Unknown,Daylight,Fair,Other,5,0,10
A-1794270,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1794330,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1794671,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1794981,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1795203,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1795204,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1795274,Unknown,Daylight,Fair,Other,3,0,10
A-1795694,Unknown,Daylight,Fair,Other,0,0,10
A-1795695,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1795832,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1795833,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1795836,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1796104,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1796640,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1796692,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1797287,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1797387,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1797468,Unknown,Daylight,Fair,Other,6,0,10
A-1797474,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1798086,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,12,0,10
A-1798189,Unknown,Darkness_Lights_Lit,Fair,Other,15,0,10
A-1798374,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1798554,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1798688,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1798813,Unknown,Daylight,Fair,Other,0,0,10
A-1799163,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,9
A-1799295,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1799545,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1799679,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1799889,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1800109,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1800311,Unknown,Darkness_Lights_Unlit,Fair,Other,3,0,10
A-1800374,RoadHighwayJunction,Daylight,Fair,Other,3,0,10
A-1800568,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1800615,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1801061,Unknown,Daylight,Fair,Other,7,0,10
A-1801327,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1801379,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1801473,Unknown,Daylight,Fair,Other,0,0,10
A-1801710,Unknown,Daylight,Fair,Other,0,0,10
A-1802403,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1803145,Unknown,Daylight,Fair,Other,3,0,10
A-1803305,Unknown,Daylight,Fair,Other,9,0,10
A-1803409,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1804107,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1804198,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1804390,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1804672,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1805033,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1806361,Unknown,Daylight,Fair,Other,9,0,10
A-1806362,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1806363,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1806724,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1806753,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1807128,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1807397,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1807542,Unknown,Daylight,Fair,Other,3,0,10
A-1807889,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1807952,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1808058,Unknown,Darkness_Lights_Lit,Fair,Other,10,0,10
A-1808357,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1808525,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1808577,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1808638,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1808768,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1808810,Unknown,Daylight,Fair,Other,9,0,10
A-1808982,Unknown,Darkness_Lights_Lit,Fair,Other,10,0,10
A-1809077,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1809202,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1809474,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1809483,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1809802,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1809914,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1810233,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1810490,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1810702,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1810803,Unknown,Daylight,Fair,Other,5,0,10
A-1811121,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1811194,Unknown,Daylight,Fair,Other,8,0,10
A-1811579,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1811615,Unknown,Daylight,Fair,Other,0,0,10
A-1811646,Unknown,Daylight,Fair,Other,5,0,10
A-1812673,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1812693,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,0,0,10
A-1812903,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1812937,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1812944,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,9,0,10
A-1813678,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1814239,Signal_StopSign,Daylight,Fair,Other,0,0,10
A-1814319,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1814382,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1814399,Unknown,Darkness_Lights_Lit,Fair,Windy,21,0,10
A-1814641,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1815090,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1815318,Signal_StopSign,Daylight,Fair,Other,8,0,10
A-1815392,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1815485,Unknown,Daylight,Other,Other,10,0,10
A-1815623,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1815887,Unknown,Daylight,Fair,Other,3,0,10
A-1815888,RoadHighwayJunction,Daylight,Fair,Other,13,0,10
A-1815969,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1816114,Unknown,Darkness_Lights_Lit,Fair,Other,12,0,10
A-1816240,Unknown,Daylight,Fair,Other,6,0,10
A-1816317,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1816700,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1816779,Unknown,Daylight,Fair,Other,0,0,10
A-1816817,Signal_StopSign,Darkness_Lights_Lit,Fair,Windy,22,0,10
A-1816848,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1817643,Unknown,Daylight,Fair,Other,7,0,10
A-1818082,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1818211,Unknown,Daylight,Fair,Other,13,0,10
A-1818804,RoadHighwayJunction,Daylight,Fair,Other,5,0,10
A-1818834,Unknown,Darkness_Lights_Lit,Fair,Other,20,0,10
A-1819300,Unknown,Daylight,Fair,Other,7,0,10
A-1819463,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1819468,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1819759,Unknown,Daylight,Fair,Other,6,0,10
A-1819782,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1820196,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1821225,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1821390,Unknown,Daylight,Fair,Other,8,0,10
A-1821391,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1821521,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1821841,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1822222,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1822638,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1822810,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1822933,Unknown,Darkness_Lights_Lit,Fair,Other,18,0,10
A-1822943,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1823020,RoadHighwayJunction,Daylight,Fair,Other,0,0,10
A-1823182,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1823396,Unknown,Daylight,Fair,Other,5,0,10
A-1823404,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1823634,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1823927,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1823928,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1824582,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1824781,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1824845,Other,Daylight,Fair,Other,3,0,10
A-1825735,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1825797,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1825857,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1826087,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1826298,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1826862,Unknown,Daylight,Fair,Other,3,0,10
A-1827066,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-1827264,Unknown,Daylight,Fair,Other,5,0,10
A-1827677,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1827720,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1827939,Other,Daylight,Fair,Other,6,0,10
A-1828382,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1828711,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1828847,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1829030,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1829081,RoadHighwayJunction,Daylight,Fair,Other,6,0,10
A-1829117,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1829250,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,9,0,10
A-1829475,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1829599,Unknown,Darkness_Lights_Lit,Fair,Other,9,0,10
A-1829788,Unknown,Daylight,Fair,Other,3,0,10
A-1829873,Unknown,Darkness_Lights_Lit,Fair,Other,15,0,10
A-1829893,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1830258,Unknown,Daylight,Fair,Other,3,0,10
A-1830648,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,10,0,10
A-1830760,Unknown,Daylight,Fair,Other,7,0,10
A-1830921,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1830985,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1831226,Pedestrian_Crossing,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1832166,Unknown,Darkness_Lights_Lit,Fair,Other,14,0,10
A-1832278,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1832313,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1832509,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1832510,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1832517,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1832659,Other,Daylight,Fair,Other,5,0,10
A-1832696,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1832878,Unknown,Daylight,Fair,Other,0,0,10
A-1833083,RoadHighwayJunction,Daylight,Fair,Other,7,0,10
A-1833117,Unknown,Darkness_Lights_Lit,Fair,Other,9,0,10
A-1833361,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1833440,Unknown,Darkness_Lights_Unlit,Fair,Other,16,0,10
A-1833511,Unknown,Daylight,Fair,Other,3,0,10
A-1833512,Unknown,Daylight,Fair,Other,7,0,10
A-1833513,Unknown,Daylight,Fair,Other,3,0,10
A-1833567,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1833870,Unknown,Daylight,Fair,Other,5,0,10
A-1835060,Unknown,Daylight,Fair,Other,0,0,10
A-1835095,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1835324,Unknown,Daylight,Fair,Other,3,0,10
A-1835684,RoadHighwayJunction,Daylight,Fair,Other,3,0,10
A-1836063,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1836114,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1836287,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1836359,Unknown,Darkness_Lights_Lit,Unknown,Other,6,0,10
A-1836382,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1836728,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1836760,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1836806,RoadHighwayJunction,Daylight,Fair,Other,3,0,10
A-1837029,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1837491,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,9,0,10
A-1837620,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1837734,Unknown,Daylight,Fair,Other,5,0,10
A-1837895,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1837908,RoadHighwayJunction,Daylight,Fair,Other,8,0,10
A-1837979,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1837980,Unknown,Daylight,Fair,Other,14,0,10
A-1838197,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1838241,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1838321,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1838322,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1838361,Unknown,Daylight,Fair,Other,15,0,10
A-1838507,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1838644,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1838751,Unknown,Darkness_Lights_Lit,Fair,Other,12,0,10
A-1839123,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1839124,Unknown,Daylight,Fair,Other,5,0,10
A-1839234,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1839575,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
