id,latitude,longitude,severity,severity2,road_length_shutdown,dateof,day_of_week,month_of_year,week_of_year,time,city,zipcode,highway,street,side,special_condition,light,weather,wind,wind_speed,precipitation,visibility
A-1628290,33.668762,-112.072613,Somewhat Delay,Minor/Slight,3.605,2021-01-21,Thu,1,3,16:25:00,Phoenix,85024,highway,AZ-101 Loop E,R,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1629118,33.558758000000005,-112.113772,Somewhat Delay,Minor/Slight,0.65,2021-01-25,Mon,1,4,22:10:00,Phoenix,85021,highway,Black Canyon Fwy S,R,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1629157,33.461633,-112.148098,Somewhat Delay,Minor/Slight,3.4219999999999997,2021-01-08,Fri,1,2,11:34:00,Phoenix,85009,highway,I-10 E,R,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1629420,33.538539,-112.111192,Somewhat Delay,Minor/Slight,0.04099999999999999,2021-01-12,Tue,1,2,15:09:00,Phoenix,85021-7622,Street,W Glendale Ave,L,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1629800,33.672484000000004,-111.970456,Somewhat Delay,Minor/Slight,0.738,2021-01-08,Fri,1,2,12:43:00,Phoenix,85054,highway,AZ-101 Loop W,R,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1630477,33.414283000000005,-112.014445,Somewhat Delay,Minor/Slight,0.695,2021-02-22,Mon,2,8,10:15:00,Phoenix,85040,highway,I-10 E,R,Unknown,Daylight,Fair,Other,7,0,10
A-1631028,33.384715,-112.144298,Somewhat Delay,Minor/Slight,0.068,2021-02-26,Fri,2,9,11:24:00,Phoenix,85041,Street,W Vineyard Rd,R,Signal_StopSign,Darkness_Lights_Unlit,Fair,Other,9,0,10
A-1631050,33.582063,-112.116899,Somewhat Delay,Minor/Slight,0.362,2021-02-20,Sat,2,8,00:12:00,Phoenix,85029,Street,W Peoria Ave,R,Unknown,Daylight,Fair,Other,0,0,10
A-1631636,33.407277,-111.995408,Somewhat Delay,Minor/Slight,0.018,2021-01-28,Thu,1,4,17:15:00,Phoenix,85040,Street,E Broadway Rd,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1631654,33.563522,-112.03628799999998,Somewhat Delay,Minor/Slight,0.6609999999999999,2021-02-09,Tue,2,6,19:45:00,Phoenix,85028,highway,Piestewa Fwy S,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1631743,33.523684,-112.043855,Somewhat Delay,Minor/Slight,2.083,2021-01-06,Wed,1,1,07:45:30,Phoenix,85016,Street,N 18th St,R,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1631896,33.625346,-112.116708,Somewhat Delay,Minor/Slight,0.332,2021-02-23,Tue,2,8,02:14:30,Phoenix,85023,highway,Black Canyon Fwy S,R,Unknown,Daylight,Fair,Other,0,0,10
A-1631989,33.76767,-112.128793,Somewhat Delay,Minor/Slight,1.077,2021-01-06,Wed,1,1,12:18:30,Phoenix,85085,highway,Black Canyon Fwy N,R,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1632316,33.52006,-112.11224,Somewhat Delay,Minor/Slight,2.156,2021-01-19,Tue,1,3,07:44:30,Phoenix,85015,highway,Black Canyon Fwy N,R,Unknown,Daylight,Fair,Other,10,0,10
A-1632438,33.484772,-112.263997,Somewhat Delay,Minor/Slight,0.7140000000000001,2021-02-05,Fri,2,6,19:50:00,Phoenix,85037,highway,Agua Fria Fwy S,R,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1632624,33.494642,-112.043884,Somewhat Delay,Minor/Slight,0.026,2021-01-24,Sun,1,4,00:26:00,Phoenix,85016,Street,E Indian School Rd,R,Signal_StopSign,Darkness_Lights_Unlit,Raining,Other,3,0.14,6
A-1632664,33.39394,-112.093135,Somewhat Delay,Minor/Slight,0.118,2021-01-26,Tue,1,4,18:34:00,Phoenix,85041-4644,Street,S 16th Dr,R,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1632718,33.67237,-111.970051,Somewhat Delay,Minor/Slight,3.07,2021-01-21,Thu,1,3,15:18:30,Phoenix,85054,highway,AZ-101 Loop W,R,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1633199,33.494921000000005,-112.151666,Somewhat Delay,Minor/Slight,0.035,2021-01-21,Thu,1,3,21:26:00,Phoenix,85019,Street,N 43rd Ave,R,Signal_StopSign,Darkness_Lights_Lit,Unknown,Unknown,NA,NA,NA
A-1633277,33.662290999999996,-112.114051,Somewhat Delay,Minor/Slight,0.998,2021-01-25,Mon,1,4,08:31:00,Phoenix,85027,highway,Black Canyon Fwy S,R,Unknown,Daylight,Fair,Other,8,0,10
A-1634134,33.487398999999996,-112.174801,Somewhat Delay,Minor/Slight,0.125,2021-01-02,Sat,1,1,22:15:00,Phoenix,85031-3435,Street,W Osborn Rd,R,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1634242,33.498955,-112.113021,Somewhat Delay,Minor/Slight,0.529,2021-01-27,Wed,1,4,06:34:00,Phoenix,85015,highway,Black Canyon Fwy S,R,Unknown,Daylight,Fair,Other,9,0,10
A-1634393,33.428231,-112.069162,Somewhat Delay,Minor/Slight,0.4970000000000001,2021-01-14,Thu,1,2,06:38:00,Phoenix,85004,highway,I-17 S,R,Unknown,Daylight,Fair,Other,5,0,10
A-1634486,33.524017,-112.112377,Somewhat Delay,Minor/Slight,3.98,2021-01-12,Tue,1,2,07:07:30,Phoenix,85015,Street,W Bethany Home Rd,R,Signal_StopSign,Daylight,Fair,Other,3,0,10
A-1635291,33.465967,-112.181514,Somewhat Delay,Minor/Slight,0.098,2021-02-21,Sun,2,8,16:41:00,Phoenix,85035,Street,W McDowell Rd,R,Unknown,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1635432,33.573757,-112.117184,Somewhat Delay,Minor/Slight,0.757,2021-01-27,Wed,1,4,09:44:00,Phoenix,85021,highway,Black Canyon Fwy S,R,Unknown,Daylight,Fair,Other,9,0,10
A-1635478,33.428776,-112.099768,Somewhat Delay,Minor/Slight,3.275,2021-02-14,Sun,2,7,22:05:30,Phoenix,85007,highway,I-17 S,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1636011,33.46243,-112.163479,Somewhat Delay,Minor/Slight,5.933,2021-02-16,Tue,2,7,22:14:30,Phoenix,85043,highway,I-10 E,R,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1636353,33.495020000000004,-112.168177,Somewhat Delay,Minor/Slight,0.037,2021-02-25,Thu,2,8,11:29:00,Phoenix,85031-2721,Street,W Indian School Rd,L,Unknown,Darkness_Lights_Unlit,Fair,Other,14,0,10
A-1636391,33.672934000000005,-112.008844,Somewhat Delay,Minor/Slight,0.917,2021-01-21,Thu,1,3,16:29:00,Phoenix,85050,highway,AZ-101 Loop W,R,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1636475,33.462144,-112.023996,Somewhat Delay,Minor/Slight,0.654,2021-02-19,Fri,2,8,04:34:00,Phoenix,85008,highway,AZ-202 Loop W,R,Unknown,Daylight,Fair,Other,0,0,10
A-1636479,33.462841999999995,-112.209559,Somewhat Delay,Minor/Slight,0.273,2021-02-06,Sat,2,6,19:35:00,Phoenix,85043,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1636480,33.462812,-112.2143,Somewhat Delay,Minor/Slight,0.047,2021-01-22,Fri,1,4,07:58:00,Phoenix,85043,highway,I-10 W,R,Unknown,Daylight,Unknown,Unknown,NA,NA,NA
A-1636782,33.410829,-111.98449,Somewhat Delay,Minor/Slight,0.8240000000000001,2021-01-22,Fri,1,4,08:06:00,Phoenix,85040,highway,I-10 E,R,RoadHighwayJunction,Daylight,Fair,Other,5,0,10
A-1636980,33.406175,-112.081931,Somewhat Delay,Minor/Slight,0.036,2021-02-19,Fri,2,8,09:07:00,Phoenix,85041-2401,Street,S 7th Ave,R,Other,Daylight,Fair,Other,0,0,10
A-1637013,33.52366,-112.099695,Somewhat Delay,Minor/Slight,0.032,2021-01-08,Fri,1,2,23:58:00,Phoenix,85015,Street,N 19th Ave,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,9,0,10
A-1637502,33.494273,-112.237742,Somewhat Delay,Minor/Slight,0.031,2021-01-29,Fri,1,5,11:28:00,Phoenix,85033-2905,Street,W Indian School Rd,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1637503,33.465964,-112.03801,Somewhat Delay,Minor/Slight,0.784,2021-02-04,Thu,2,5,15:38:00,Phoenix,85006,highway,Piestewa Fwy N,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1637734,33.498847999999995,-112.043563,Somewhat Delay,Minor/Slight,1.256,2021-02-04,Thu,2,5,20:51:00,Phoenix,85016,highway,Piestewa Fwy N,R,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1637817,33.661412,-112.11383700000002,Somewhat Delay,Minor/Slight,0.48,2021-01-19,Tue,1,3,16:46:00,Phoenix,85027,highway,Black Canyon Fwy N,R,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1637873,33.46192,-112.099202,Somewhat Delay,Minor/Slight,1.074,2021-01-31,Sun,1,5,03:26:00,Phoenix,85007,highway,I-10 W,R,Unknown,Daylight,Fair,Other,13,0,10
A-1638824,33.431672999999996,-112.04188,Somewhat Delay,Minor/Slight,0.036,2021-01-25,Mon,1,4,22:39:00,Phoenix,85034-4810,Street,E Sky Harbor Cir S,L,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1639157,33.669371999999996,-112.091547,Somewhat Delay,Minor/Slight,0.456,2021-02-16,Tue,2,7,15:56:30,Phoenix,85027,highway,AZ-101 Loop E,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1639354,33.640041,-112.110961,Somewhat Delay,Minor/Slight,0.011,2021-02-18,Thu,2,7,05:28:00,Phoenix,85023-3214,Street,W Bell Rd,R,Unknown,Daylight,Fair,Other,0,0,10
A-1639389,33.505668,-112.112541,Somewhat Delay,Minor/Slight,0.261,2021-02-21,Sun,2,8,16:16:00,Phoenix,85015,highway,Black Canyon Fwy N,R,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1639390,33.505114,-112.112571,Somewhat Delay,Minor/Slight,0.5760000000000001,2021-01-29,Fri,1,5,17:23:00,Phoenix,85015,highway,Black Canyon Fwy N,R,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,9
A-1639630,33.47364,-112.248819,Somewhat Delay,Minor/Slight,0.048,2021-02-20,Sat,2,8,13:20:00,Phoenix,85037-3649,Street,N 88th Ave,R,Unknown,Darkness_Lights_Lit,Unknown,Unknown,NA,NA,NA
A-1640325,33.469474,-112.203362,Somewhat Delay,Minor/Slight,0.05,2021-01-30,Sat,1,5,23:04:00,Phoenix,85035,Street,N 67th Ave,L,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1640983,33.432513,-112.187089,Somewhat Delay,Minor/Slight,0.31,2021-01-07,Thu,1,1,21:17:00,Phoenix,85043,highway,South Mountain Fwy,R,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1641149,33.445698,-112.03749,Somewhat Delay,Minor/Slight,5.182,2021-01-27,Wed,1,4,08:46:00,Phoenix,85034,highway,I-10 E,R,Unknown,Daylight,Fair,Other,20,0,10
A-1641321,33.672865,-112.023844,Somewhat Delay,Minor/Slight,3.796,2021-02-25,Thu,2,8,04:22:30,Phoenix,85050,highway,AZ-101 Loop W,R,RoadHighwayJunction,Daylight,Fair,Other,12,0,10
A-1641643,33.672686,-112.016295,Somewhat Delay,Minor/Slight,0.35600000000000004,2021-02-04,Thu,2,5,08:39:00,Phoenix,85050,highway,AZ-101 Loop E,R,Unknown,Daylight,Fair,Other,9,0,10
A-1641644,33.672634,-112.024294,Somewhat Delay,Minor/Slight,0.964,2021-01-21,Thu,1,3,16:31:00,Phoenix,85050,highway,AZ-101 Loop E,R,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1641835,33.462159,-112.069354,Somewhat Delay,Minor/Slight,0.746,2021-02-03,Wed,2,5,00:53:00,Phoenix,85004,Street,Hance Deck Park Tunnel,R,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-1641836,33.461459999999995,-112.073693,Somewhat Delay,Minor/Slight,0.63,2021-01-04,Mon,1,1,15:07:00,Phoenix,85004,Street,N Central Ave,R,Other,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1642034,33.712819,-112.135025,Somewhat Delay,Minor/Slight,0.005,2021-02-19,Fri,2,8,05:04:00,Phoenix,85083,Street,N 35th Ave,R,Signal_StopSign,Daylight,Fair,Other,7,0,10
A-1642620,33.340278999999995,-111.9723,Somewhat Delay,Minor/Slight,0.403,2021-02-27,Sat,2,9,12:03:00,Phoenix,85044,highway,I-10 E,R,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,9,0,10
A-1642774,33.466555,-112.220706,Somewhat Delay,Minor/Slight,0.05599999999999999,2021-01-19,Tue,1,3,15:01:00,Phoenix,85035,Street,N 75th Ave,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,16,0,10
A-1643629,33.459957,-112.151865,Somewhat Delay,Minor/Slight,0.013,2021-02-22,Mon,2,8,05:14:00,Phoenix,85009,Street,N 43rd Ave,R,Unknown,Daylight,Fair,Other,7,0,10
A-1644045,33.530687,-112.082426,Somewhat Delay,Minor/Slight,0.02899999999999999,2021-01-15,Fri,1,3,12:17:00,Phoenix,85013-1338,Street,N 7th Ave,R,Other,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1644199,33.471336,-112.11241499999998,Somewhat Delay,Minor/Slight,0.361,2021-02-26,Fri,2,9,14:48:00,Phoenix,85009,highway,Black Canyon Fwy S,R,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,6,0,10
A-1644405,33.37775,-112.072632,Somewhat Delay,Minor/Slight,0.027,2021-02-22,Mon,2,8,11:09:00,Phoenix,85042-6506,Street,E Baseline Rd,R,Other,Daylight,Fair,Other,7,0,10
A-1644475,33.458681,-112.10801,Somewhat Delay,Minor/Slight,3.141,2021-02-17,Wed,2,7,06:47:00,Phoenix,85009,highway,US-60 W,R,RoadHighwayJunction,Daylight,Fair,Other,16,0,10
A-1644559,33.452281,-112.186535,Somewhat Delay,Minor/Slight,0.051,2021-01-06,Wed,1,1,21:28:00,Phoenix,85043,Street,N 59th Ave,R,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1644614,33.462198,-112.045837,Somewhat Delay,Minor/Slight,0.406,2021-02-21,Sun,2,8,11:13:00,Phoenix,85006,highway,AZ-202 Loop W,R,Unknown,Daylight,Fair,Other,8,0,10
A-1644757,33.669158,-112.089654,Somewhat Delay,Minor/Slight,0.76,2021-01-12,Tue,1,2,08:00:00,Phoenix,85027,highway,AZ-101 Loop E,R,RoadHighwayJunction,Daylight,Fair,Other,0,0,10
A-1644771,33.458765,-111.991356,Somewhat Delay,Minor/Slight,0.523,2021-01-20,Wed,1,3,08:53:00,Phoenix,85008,highway,AZ-202 Loop E,R,Unknown,Daylight,Fair,Other,8,0,10
A-1645013,33.502009,-112.043551,Somewhat Delay,Minor/Slight,0.262,2021-01-29,Fri,1,5,18:16:00,Phoenix,85016,highway,Piestewa Fwy N,R,Unknown,Darkness_Lights_Lit,Fair,Other,6,0,9
A-1645019,33.507408,-112.05627,Somewhat Delay,Minor/Slight,0.126,2021-02-26,Fri,2,9,08:57:00,Phoenix,85014-4001,Street,N 12th St,L,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1645078,33.493676,-112.282949,Somewhat Delay,Minor/Slight,0.116,2021-01-25,Mon,1,4,20:49:00,Phoenix,85037-5820,Street,W Indian School Rd,R,Unknown,Darkness_Lights_Lit,Other,Other,10,0,10
A-1645138,33.410837,-111.981184,Somewhat Delay,Minor/Slight,0.797,2021-02-14,Sun,2,7,05:21:00,Phoenix,85040,highway,I-10 E,R,Unknown,Daylight,Fair,Other,10,0,10
A-1645215,33.435419,-112.108258,Somewhat Delay,Minor/Slight,0.916,2021-02-13,Sat,2,7,14:10:00,Phoenix,85009,highway,Black Canyon Fwy S,R,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,16,0,10
A-1645225,33.462477,-112.21453700000001,Somewhat Delay,Minor/Slight,0.301,2021-01-29,Fri,1,5,07:41:00,Phoenix,85043,highway,I-10 E,R,Unknown,Daylight,Fair,Other,15,0,10
A-1645449,33.538385999999996,-112.151435,Somewhat Delay,Minor/Slight,0.004,2021-01-22,Fri,1,4,03:19:00,Phoenix,85051-8137,Street,W Glendale Ave,L,Signal_StopSign,Daylight,Fair,Other,9,0,10
A-1645889,33.450741,-112.110995,Somewhat Delay,Minor/Slight,0.03,2021-01-27,Wed,1,4,18:32:00,Phoenix,85009-5162,Street,N 24th Ave,L,Unknown,Darkness_Lights_Lit,Fair,Other,12,0,10
A-1646229,33.415378000000004,-112.014938,Somewhat Delay,Minor/Slight,0.825,2021-01-07,Thu,1,1,08:38:00,Phoenix,85040,highway,I-10 W,R,Unknown,Daylight,Fair,Other,6,0,10
A-1646409,33.66787,-112.117184,Somewhat Delay,Minor/Slight,0.19,2021-02-16,Tue,2,7,15:59:00,Phoenix,85027,highway,W Agua Fria Fwy,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1646490,33.474764,-112.063984,Somewhat Delay,Minor/Slight,0.128,2021-01-15,Fri,1,3,12:41:00,Phoenix,85006-1623,Street,E Sheridan St,L,Other,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1646528,33.462169,-112.044382,Somewhat Delay,Minor/Slight,0.929,2021-01-15,Fri,1,3,11:16:00,Phoenix,85006,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1646658,33.461940999999996,-112.146044,Somewhat Delay,Minor/Slight,0.628,2021-01-20,Wed,1,3,03:58:00,Phoenix,85009,highway,I-10 W,R,Unknown,Daylight,Fair,Other,17,0,10
A-1646698,33.462971,-112.195054,Somewhat Delay,Minor/Slight,0.836,2021-02-18,Thu,2,7,10:47:00,Phoenix,85043,highway,I-10 W,R,Unknown,Daylight,Fair,Other,0,0,10
A-1646933,33.461808000000005,-112.039367,Somewhat Delay,Minor/Slight,2.9410000000000003,2021-02-19,Fri,2,8,03:05:30,Phoenix,85006,highway,I-10 W,R,Unknown,Daylight,Fair,Other,14,0,10
A-1647470,33.428982,-112.078324,Somewhat Delay,Minor/Slight,0.484,2021-01-24,Sun,1,4,19:52:00,Phoenix,85003,highway,I-17 N,R,Unknown,Darkness_Lights_Lit,Fair,Other,10,0,10
A-1647504,33.421762,-112.020432,Somewhat Delay,Minor/Slight,0.988,2021-02-10,Wed,2,6,21:59:00,Phoenix,85034,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1647606,33.798241,-112.129222,Somewhat Delay,Minor/Slight,0.066,2021-02-20,Sat,2,8,12:56:00,Phoenix,85085,highway,W Carefree Hwy,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,16,0,10
A-1647930,33.453485,-112.037075,Somewhat Delay,Minor/Slight,1.41,2021-01-06,Wed,1,1,14:16:00,Phoenix,85006,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1648031,33.451074,-112.037541,Somewhat Delay,Minor/Slight,0.8190000000000001,2021-01-08,Fri,1,2,10:35:00,Phoenix,85034,highway,I-10 E,R,Unknown,Daylight,Fair,Other,6,0,10
A-1648673,33.494169,-112.220564,Somewhat Delay,Minor/Slight,0.019,2021-01-10,Sun,1,2,05:58:00,Phoenix,85033-3727,Street,N 75th Ave,L,Other,Daylight,Fair,Other,0,0,10
A-1649137,33.534318,-112.041481,Somewhat Delay,Minor/Slight,0.65,2021-01-27,Wed,1,4,18:03:00,Phoenix,85016,highway,Piestewa Fwy N,R,Unknown,Darkness_Lights_Lit,Fair,Other,13,0,10
A-1649167,33.538539,-112.111192,Somewhat Delay,Minor/Slight,0.04099999999999999,2021-01-29,Fri,1,5,13:41:00,Phoenix,85021-7622,Street,W Glendale Ave,L,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,3,0,9
A-1649806,33.524141,-112.127249,Somewhat Delay,Minor/Slight,0.049,2021-01-15,Fri,1,3,15:20:00,Phoenix,85017-1501,Street,W Bethany Home Rd,R,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1650006,33.463033,-112.189437,Somewhat Delay,Minor/Slight,1.789,2021-02-06,Sat,2,6,19:14:30,Phoenix,85043,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1650302,33.495175,-112.181105,Somewhat Delay,Minor/Slight,0.06,2021-01-29,Fri,1,5,20:07:00,Phoenix,85031-2536,Street,W Indian School Rd,L,Unknown,Darkness_Lights_Lit,Fair,Other,8,0,3
A-1650480,33.462179,-112.044827,Somewhat Delay,Minor/Slight,1.385,2021-02-09,Tue,2,6,13:02:00,Phoenix,85006,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1650514,33.461559,-112.100972,Somewhat Delay,Minor/Slight,1.3330000000000002,2021-01-23,Sat,1,4,18:28:00,Phoenix,85009,highway,I-10 E,R,Other,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1650523,33.464782,-112.020504,Somewhat Delay,Minor/Slight,0.068,2021-01-15,Fri,1,3,07:48:00,Phoenix,85008-4705,Street,N 28th Pl,R,Unknown,Daylight,Fair,Other,3,0,10
A-1650784,33.509571,-112.112329,Somewhat Delay,Minor/Slight,0.998,2021-01-03,Sun,1,1,22:10:00,Phoenix,85015,Street,W Camelback Rd,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,8,0,10
A-1650877,33.474022,-112.266165,Somewhat Delay,Minor/Slight,0.757,2021-01-25,Mon,1,4,22:54:00,Phoenix,85037,highway,AZ-101 Loop N,R,Unknown,Darkness_Lights_Lit,Fair,Other,9,0,10
A-1651039,33.461898,-112.220503,Somewhat Delay,Minor/Slight,0.094,2021-02-17,Wed,2,7,09:59:00,Phoenix,85043-1105,Street,N 75th Ave,R,Signal_StopSign,Daylight,Fair,Windy,21,0,10
A-1651073,33.667246,-111.960028,Somewhat Delay,Minor/Slight,0.052,2021-01-17,Sun,1,3,18:25:00,Phoenix,85054,Street,N 56th St,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1651310,33.460777,-112.082544,Somewhat Delay,Minor/Slight,2.086,2021-01-13,Wed,1,2,06:13:00,Phoenix,85003,highway,I-10 E,R,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1651316,33.640388,-112.063231,Somewhat Delay,Minor/Slight,0.01399999999999999,2021-01-25,Mon,1,4,06:10:00,Phoenix,85022,Street,E Bell Rd,L,Unknown,Daylight,Raining,Other,18,0.04,2
A-1651388,33.461597999999995,-112.088345,Somewhat Delay,Minor/Slight,0.33899999999999997,2021-02-16,Tue,2,7,22:21:00,Phoenix,85007,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1651389,33.461940999999996,-112.094224,Somewhat Delay,Minor/Slight,0.28600000000000003,2021-01-21,Thu,1,3,19:16:00,Phoenix,85007,highway,I-10 W,R,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1651862,33.562813,-112.116004,Somewhat Delay,Minor/Slight,0.7190000000000001,2021-01-25,Mon,1,4,14:46:00,Phoenix,85021,highway,Black Canyon Fwy N,R,Unknown,Darkness_Lights_Lit,Fair,Other,9,0.01,10
A-1652371,33.5387,-112.112266,Somewhat Delay,Minor/Slight,0.275,2021-02-11,Thu,2,6,19:28:00,Phoenix,85015,highway,Black Canyon Fwy N,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1652372,33.535004,-112.11227,Somewhat Delay,Minor/Slight,0.531,2021-02-08,Mon,2,6,01:19:00,Phoenix,85015,highway,Black Canyon Fwy N,R,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1652429,33.614339,-112.045591,Somewhat Delay,Minor/Slight,0.067,2021-02-26,Fri,2,9,12:10:00,Phoenix,85022-4568,Street,E Redfield Rd,R,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1652735,33.449165,-112.106608,Somewhat Delay,Minor/Slight,0.055,2021-01-27,Wed,1,4,23:48:00,Phoenix,85009-5235,Street,W Adams St,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,10,0,10
A-1652829,33.668385,-112.065449,Somewhat Delay,Minor/Slight,0.071,2021-01-07,Thu,1,1,03:47:00,Phoenix,85024-1687,Street,N 7th St,R,Signal_StopSign,Daylight,Fair,Other,5,0,10
A-1653191,33.527988,-112.112399,Somewhat Delay,Minor/Slight,0.528,2021-02-03,Wed,2,5,09:41:00,Phoenix,85015,highway,Black Canyon Fwy S,R,Unknown,Daylight,Fair,Other,13,0,10
A-1653283,33.430751,-112.037794,Somewhat Delay,Minor/Slight,1.888,2021-01-15,Fri,1,3,15:38:30,Phoenix,85034,highway,I-10 E,R,Unknown,Darkness_Lights_Lit,Fair,Other,5,0,10
A-1653329,33.450846999999996,-111.982644,Somewhat Delay,Minor/Slight,0.514,2021-02-19,Fri,2,8,14:26:00,Phoenix,85034,highway,AZ-143 S,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1654185,33.462078000000005,-112.157298,Somewhat Delay,Minor/Slight,2.665,2021-02-25,Thu,2,8,22:12:30,Phoenix,85043,highway,I-10 E,R,RoadHighwayJunction,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1654702,33.669201,-112.082959,Somewhat Delay,Minor/Slight,0.076,2021-01-26,Tue,1,4,16:41:00,Phoenix,85027-3789,Street,N 7th Ave,R,Signal_StopSign,Darkness_Lights_Lit,Fair,Other,7,0,10
A-1655631,33.462169,-112.044382,Somewhat Delay,Minor/Slight,1.308,2021-01-06,Wed,1,1,14:16:00,Phoenix,85006,highway,I-10 W,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
A-1655665,33.470746999999996,-112.038732,Somewhat Delay,Minor/Slight,0.047,2021-02-26,Fri,2,9,10:23:00,Phoenix,85006,highway,Piestewa Fwy S,R,Unknown,Daylight,Fair,Other,8,0,10
A-1655709,33.524023,-112.111263,Somewhat Delay,Minor/Slight,0.02799999999999999,2021-01-16,Sat,1,3,13:08:00,Phoenix,85015-1827,Street,W Bethany Home Rd,L,Other,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1655861,33.465117,-112.203272,Somewhat Delay,Minor/Slight,0.05,2021-01-03,Sun,1,1,20:43:00,Phoenix,85043,Street,N 67th Ave,R,Unknown,Darkness_Lights_Lit,Fair,Other,3,0,10
A-1656051,33.461534,-112.099743,Somewhat Delay,Minor/Slight,2.9960000000000004,2021-02-18,Thu,2,7,02:55:30,Phoenix,85007,highway,I-10 E,R,Unknown,Daylight,Fair,Other,0,0,10
A-1656112,33.473385,-112.113727,Somewhat Delay,Minor/Slight,0.195,2021-02-20,Sat,2,8,02:20:00,Phoenix,85009,Street,W Encanto Blvd,L,Unknown,Daylight,Fair,Other,7,0,10
A-1656171,33.76767,-112.128793,Somewhat Delay,Minor/Slight,1.077,2021-01-06,Wed,1,1,12:24:00,Phoenix,85085,highway,Black Canyon Fwy N,R,Unknown,Darkness_Lights_Lit,Fair,Other,0,0,10
